Node,WiD1,WiD2,WiD3,WiH1,WiH2,WiH3
0,142,1343,31775,16,476,6645
1,4,159,1717,3,27,561
2,88,1022,16865,14,320,4559
3,37,457,5754,8,136,1837
4,97,878,17643,12,327,4075
5,48,432,6673,8,165,1872
6,76,891,14204,12,287,3893
7,47,571,7225,11,176,2374
8,104,991,19301,13,346,4574
9,14,191,2191,5,58,733
10,42,475,6115,8,146,1905
11,40,603,7326,11,180,2473
12,12,272,2926,5,62,1008
13,28,359,3932,6,102,1331
14,11,224,2443,4,53,831
15,28,432,4758,8,115,1656
16,31,302,3928,9,116,1301
17,14,257,2526,8,73,973
18,69,607,10121,11,231,2713
19,8,189,2046,4,40,681
20,29,338,4370,8,112,1407
21,34,292,4004,8,119,1275
22,11,285,3023,5,58,1036
23,47,363,5625,7,147,1526
24,34,408,4925,8,122,1603
25,26,184,2588,5,77,756
26,21,345,3488,7,85,1258
27,40,380,5183,8,139,1578
28,2,72,979,2,18,279
29,43,390,5687,8,140,1661
30,15,210,2197,5,64,798
31,6,152,2015,4,41,615
32,9,203,2167,3,43,716
33,20,307,3174,6,81,1127
34,10,202,1909,5,47,704
35,33,273,3900,7,111,1159
36,3,195,2268,3,32,714
37,20,303,3834,7,87,1227
38,10,179,2192,4,46,689
39,8,98,983,4,37,383
40,21,292,3282,8,85,1150
41,28,283,3242,6,95,1083
42,19,233,2489,7,74,901
43,12,86,1009,4,38,340
44,8,204,2253,4,45,748
45,18,274,2824,6,79,1020
46,21,195,2235,5,75,763
47,14,157,1762,4,51,593
48,36,283,3687,7,115,1167
49,7,82,1067,4,30,333
50,19,241,2724,8,75,964
51,6,188,2196,3,38,694
52,14,120,1187,5,51,467
53,3,73,847,2,20,277
54,12,130,1413,5,55,516
55,8,99,1133,5,39,399
56,6,205,2245,3,38,736
57,8,147,1703,4,42,562
58,22,243,3022,6,84,973
59,22,211,2690,5,79,858
60,9,264,2828,4,50,952
61,2,56,672,2,15,207
62,11,170,1919,4,47,634
63,10,99,1173,4,40,398
64,49,304,4771,8,145,1336
65,17,262,2742,6,72,969
66,13,101,1408,4,45,416
67,4,114,1215,3,28,418
68,13,160,1711,5,49,608
69,9,159,1725,4,41,585
70,5,91,965,3,24,332
