Node,WiD1,WiD2,WiD3,WiH1,WiH2,WiH3
0,92,779,11549,13,181,2345
1,25,166,1637,3,46,357
2,97,478,11232,8,159,1476
3,15,155,938,4,32,306
4,52,304,4123,7,92,841
5,11,122,1042,3,28,260
6,11,127,751,2,23,226
7,55,291,4334,6,89,772
8,54,300,4293,6,92,784
9,7,87,498,3,20,168
10,13,135,1138,3,31,284
11,41,272,3016,6,74,666
12,50,335,4097,7,98,874
13,15,113,730,4,30,232
14,3,31,207,2,7,60
15,8,35,228,2,15,75
16,2,58,352,1,8,99
17,19,113,839,4,34,246
18,15,102,723,3,26,207
19,13,98,610,3,26,189
20,11,97,601,4,26,205
21,8,125,1014,3,27,260
22,7,40,295,3,19,96
23,26,129,1172,3,39,267
24,31,204,2146,4,60,471
25,4,99,893,1,17,204
26,30,175,1931,4,54,417
27,3,102,904,2,19,214
28,7,84,474,3,18,156
29,5,114,948,3,21,233
30,20,146,1031,4,38,303
31,1,53,357,1,8,100
32,6,68,456,3,16,144
33,6,85,473,3,18,158
34,7,57,317,4,17,121
35,8,40,229,3,15,84
36,6,23,182,2,10,54
37,17,162,1337,4,40,350
38,19,143,1005,3,32,276
39,13,53,365,2,19,99
40,16,134,1195,3,34,290
41,28,120,1217,3,38,247
42,6,56,374,2,14,109
43,11,52,354,3,18,110
44,13,43,274,2,16,76
45,15,86,588,3,23,172
46,17,110,739,6,35,272
47,6,68,400,2,14,123
48,4,65,379,2,12,114
49,1,31,206,1,5,59
50,6,64,440,2,14,130
51,11,59,343,3,21,121
52,10,40,258,2,18,85
53,15,96,666,4,29,212
54,2,53,391,1,9,109
55,4,26,182,2,9,56
56,1,16,118,1,4,30
57,28,182,1514,4,43,374
58,1,14,67,1,3,22
59,2,10,97,1,5,25
60,4,25,143,3,12,58
61,1,26,192,1,4,50
62,1,98,576,1,9,168
63,15,50,351,2,20,91
64,14,42,344,3,23,107
65,2,100,581,1,10,171
66,6,45,178,4,15,86
67,5,111,627,2,16,194
68,4,47,274,3,12,95
69,4,25,118,3,11,58
70,5,107,611,2,14,186
71,10,39,207,3,18,85
72,10,131,744,3,23,237
73,4,24,139,2,9,49
74,13,39,310,3,20,96
75,4,54,312,3,13,106
76,11,42,330,2,17,86
77,6,67,451,2,15,135
78,20,103,872,3,31,223
79,13,56,381,3,25,132
80,7,76,444,3,16,142
81,2,58,363,2,9,105
82,3,112,621,2,13,190
83,3,97,884,1,16,201
84,8,115,662,2,17,200
85,1,51,386,1,8,106
86,9,35,205,2,17,76
87,14,62,419,4,27,152
88,6,70,424,2,15,130
89,2,53,391,1,9,109
90,6,31,183,2,14,68
91,42,131,2114,4,55,335
92,1,98,576,1,9,168
93,15,57,468,3,23,133
94,12,46,271,4,22,116
95,8,42,240,3,16,88
96,13,55,401,3,19,120
97,21,78,660,3,31,164
98,3,25,148,2,8,49
99,4,59,378,1,11,109
100,2,23,129,1,5,38
101,4,19,88,2,8,36
102,3,14,86,2,7,31
103,5,19,123,2,11,45
104,1,7,38,1,3,17
105,2,12,50,1,4,23
106,7,45,235,2,12,76
107,1,14,67,1,3,22
108,15,46,389,3,24,117
109,22,90,862,2,31,176
110,14,63,474,3,23,140
111,6,67,406,2,13,122
112,6,21,185,2,10,54
113,1,51,386,1,8,106
114,9,29,160,2,14,59
115,6,37,188,2,11,64
116,5,102,907,2,19,213
117,1,32,236,1,5,65
118,7,26,210,2,12,63
119,7,67,425,2,17,131
120,10,44,240,3,19,97
121,21,101,870,4,37,241
122,8,51,271,3,19,105
123,3,20,72,2,7,37
124,1,10,39,1,3,17
125,5,71,415,3,16,134
126,7,40,175,3,16,82
127,1,29,211,1,5,48
128,8,75,465,3,21,157
129,18,151,1319,3,37,320
130,3,57,369,1,10,106
131,4,111,619,3,15,194
132,11,48,341,2,19,100
133,1,56,347,1,7,96
134,4,107,614,2,14,188
135,9,127,713,3,20,225
136,3,59,367,1,9,105
137,3,11,40,1,5,19
138,11,95,607,4,26,205
139,2,101,584,2,11,174
140,6,17,119,1,8,33
141,2,9,33,2,5,20
142,7,113,959,3,24,239
143,1,16,129,1,5,35
144,4,19,161,2,9,43
145,4,40,236,2,9,75
146,10,82,522,3,23,169
147,4,23,105,2,10,49
148,3,12,74,2,8,31
149,10,84,556,3,22,176
150,4,100,896,2,18,209
151,4,29,116,2,11,56
152,1,56,347,1,7,96
153,6,30,179,2,13,65
154,2,27,116,2,7,45
155,5,67,389,2,13,119
156,14,37,301,3,21,94
157,2,20,126,2,7,43
158,6,109,624,2,15,190
159,3,59,367,1,9,105
160,6,41,200,2,10,65
161,1,43,174,1,5,60
162,2,5,17,1,4,11
163,2,21,175,1,5,44
164,1,56,347,1,7,96
165,5,29,163,4,14,70
166,3,46,326,1,9,87
167,1,4,61,1,2,12
168,1,53,357,1,8,100
169,2,5,109,1,4,17
170,2,5,66,1,4,15
171,3,15,116,3,8,38
172,2,12,96,2,7,34
173,4,26,104,2,9,47
174,1,11,51,1,3,21
175,7,71,474,3,17,148
176,6,73,420,3,16,136
177,6,24,152,3,13,60
178,5,37,243,1,9,60
179,11,51,279,4,23,124
180,5,107,611,2,14,186
181,2,35,244,2,7,71
182,6,37,242,3,13,80
183,5,28,218,2,10,64
184,5,22,100,3,11,53
185,4,17,116,2,10,45
186,5,13,148,1,8,31
187,2,31,154,1,5,45
188,11,27,267,2,15,62
189,1,27,156,1,4,43
190,8,22,114,2,12,48
191,2,47,185,2,7,67
192,6,70,459,3,16,145
193,2,96,880,2,16,201
194,6,23,97,3,13,54
195,8,123,696,3,23,230
196,5,32,209,2,11,66
197,2,12,142,1,5,27
198,2,16,68,2,6,31
199,2,15,71,2,7,34
200,19,68,565,3,26,143
201,5,17,162,3,10,53
202,17,102,772,4,30,233
