Node,WiD1,WiD2,WiD3,WiH1,WiH2,WiH3
0,84,790,13911,14,299,3822
1,79,809,12635,13,278,3627
2,39,380,4805,9,143,1624
3,47,566,7232,10,183,2375
4,22,349,3688,8,99,1382
5,16,237,2497,5,68,901
6,45,375,5456,8,154,1641
7,43,424,5567,8,163,1793
8,3,129,1385,3,26,480
9,101,804,16597,13,337,3938
10,45,517,6164,11,176,2182
11,45,438,5495,11,161,1872
12,18,227,2635,6,78,929
13,27,295,2916,7,102,1117
14,5,168,1724,4,36,619
15,23,190,2404,5,78,785
16,18,173,1907,5,65,680
17,9,104,1154,5,39,425
18,9,197,2104,5,51,733
19,21,226,2475,6,79,901
20,21,282,2865,7,86,1085
21,47,397,5274,9,151,1682
22,3,115,1125,2,22,416
23,14,179,1866,4,54,670
24,21,162,1852,6,71,659
25,2,29,306,2,12,116
26,26,365,3926,9,110,1464
27,51,397,6025,7,164,1683
28,9,90,962,4,40,354
29,17,279,2785,7,78,1066
30,20,231,2296,5,72,855
31,17,221,2288,6,72,852
32,41,365,4976,8,142,1532
33,12,180,1792,4,52,667
34,3,136,1322,3,28,496
35,9,135,1612,4,41,526
36,33,379,4438,8,121,1509
37,16,156,1662,5,59,611
38,9,132,1527,4,43,520
39,5,116,1277,5,35,466
40,20,166,1893,7,73,697
41,13,172,1617,5,54,650
42,9,73,871,4,36,315
43,20,180,1754,6,69,692
44,13,163,1774,5,53,626
45,5,154,1377,3,30,538
46,9,97,874,4,36,347
47,21,258,2549,6,76,967
48,27,191,2302,6,85,778
49,5,169,1714,4,42,631
50,49,376,5354,9,152,1632
51,13,100,1131,4,48,406
52,4,136,1369,3,31,502
53,3,63,695,2,19,251
54,10,129,1114,4,43,451
55,16,246,2382,6,70,922
56,7,72,743,4,27,277
57,6,115,1071,4,33,410
58,4,73,764,3,24,280
59,24,173,1984,6,78,707
60,6,71,560,4,26,249
61,8,115,1241,4,36,449
62,18,152,1559,5,58,566
63,14,154,1652,4,55,594
64,8,102,962,3,32,370
65,19,206,2188,5,71,784
66,9,89,804,5,36,330
67,6,48,515,4,25,200
68,5,59,448,2,20,195
69,4,99,990,3,27,375
70,9,180,1559,4,44,635
