Node,WiD1,WiD2,WiD3,WiH1,WiH2,WiH3
0,17,349,4348,6,78,1336
1,202,2202,59515,20,715,10990
2,66,821,11409,11,233,3302
3,193,1763,53944,15,617,8725
4,45,970,11987,10,196,3703
5,144,1247,32491,15,459,6286
6,130,1505,32978,15,468,7080
7,193,1817,54181,19,635,9605
8,48,541,8582,8,172,2251
9,42,562,7329,10,163,2278
10,66,862,12649,12,263,3675
11,58,625,10109,9,201,2615
12,28,491,5997,8,126,1905
13,21,324,4192,7,91,1263
14,23,440,4749,6,93,1569
15,41,571,7031,8,154,2192
16,32,497,6185,7,123,1898
17,24,554,5972,7,108,1995
18,58,627,9294,10,207,2645
19,29,428,4673,8,118,1620
20,27,371,4252,6,103,1385
21,26,510,5546,10,116,1931
22,42,470,6235,9,140,1877
23,12,321,3477,5,64,1154
24,32,488,5880,8,127,1882
25,42,585,7343,8,157,2248
26,41,621,8243,8,163,2435
27,86,795,14359,11,286,3484
28,34,568,7519,7,129,2182
29,35,438,5808,9,127,1770
30,26,533,6184,7,106,1956
31,17,310,3998,5,69,1193
32,38,469,6373,7,133,1842
33,18,298,3928,6,80,1171
34,39,382,5282,9,143,1613
35,13,261,3391,7,63,1018
36,38,470,6367,7,136,1861
37,72,580,10253,9,221,2501
38,49,435,6843,10,174,1936
39,37,605,7265,9,154,2330
40,44,536,7087,8,157,2130
41,16,476,5135,5,80,1688
42,6,98,1590,4,31,404
43,13,182,2360,5,53,689
44,12,285,2989,5,57,1000
45,39,476,6058,10,154,1977
46,63,462,8632,8,197,2038
47,7,96,1189,4,32,373
48,6,245,2558,3,39,838
49,21,410,4544,7,92,1527
50,33,300,4268,7,118,1288
51,14,412,4614,6,77,1513
52,61,459,8033,10,193,2117
53,13,386,4275,6,62,1360
54,10,122,1693,4,44,490
55,22,294,2952,7,84,1078
56,11,357,3911,3,57,1251
57,41,514,6773,11,158,2167
58,4,335,3691,3,41,1167
59,18,194,2190,5,61,718
60,8,296,3360,4,47,1066
61,17,193,2168,7,73,765
62,15,159,1739,5,58,619
63,37,394,5202,10,146,1711
64,9,178,2306,5,44,669
65,12,257,3241,4,56,980
66,28,405,5184,7,106,1582
67,17,187,2271,6,75,766
68,6,90,1152,4,27,343
69,11,181,1798,6,57,683
70,13,422,4822,5,77,1542
71,13,299,3484,4,60,1106
72,12,325,3564,6,62,1184
73,22,392,4518,7,94,1490
74,20,230,2709,7,79,918
75,2,78,1087,2,19,300
76,21,180,2736,7,78,794
77,15,112,1928,4,47,486
78,19,523,5672,6,93,1872
79,9,234,2676,4,41,812
80,48,535,7515,10,168,2257
81,26,206,2423,7,91,859
82,17,113,1761,4,53,460
83,15,324,3647,6,70,1210
84,19,254,3132,6,74,1001
85,17,162,1876,6,64,666
86,17,332,3739,6,78,1229
87,16,187,1834,7,69,733
88,13,84,1278,4,41,354
89,55,499,7643,8,173,2045
90,21,258,3211,6,78,1000
91,26,165,2149,6,82,691
