Node,WiD1,WiD2,WiD3,WiH1,WiH2,WiH3
0,194,4155,122669,29,1674,41263
1,62,1544,38019,18,584,14687
2,57,1412,33205,16,520,13151
3,66,1705,42173,20,637,16375
4,46,1141,27638,14,426,10706
5,72,1784,43453,18,666,16778
6,164,3981,108285,32,1535,39144
7,162,3324,95555,25,1395,32777
8,125,3130,80790,27,1164,30256
9,141,3007,82373,26,1230,29450
10,85,2288,54551,21,813,21342
11,74,2002,48930,22,737,19114
12,101,2538,63336,25,931,24320
13,97,2099,55979,22,865,20535
14,92,2084,52313,21,827,19889
15,97,2120,54070,22,864,20422
16,70,1700,41294,20,654,16258
17,90,1956,50075,21,812,18889
18,45,1302,30463,16,456,12031
19,99,1779,48703,19,807,17326
20,22,775,18299,10,244,7093
21,106,1867,50701,18,843,17965
22,64,1372,33294,17,557,12913
23,59,1292,32528,16,530,12393
24,63,1568,38237,19,617,14973
25,75,1625,38805,20,669,15344
26,42,1273,28424,16,446,11659
27,17,716,16587,8,212,6534
28,76,1795,43248,22,714,17007
29,20,799,18113,12,245,7302
30,32,883,21235,13,323,8294
31,52,1349,30543,13,486,12184
32,98,1981,52080,21,834,19278
33,52,1115,26679,15,452,10421
34,54,1139,27021,17,479,10790
35,66,1479,35263,19,593,13934
36,58,1366,31422,17,518,12604
37,126,2112,59585,22,1003,20772
38,28,790,18811,10,275,7294
39,65,1443,35559,18,579,13757
40,31,922,20625,14,327,8437
41,76,1486,36927,18,635,14209
42,63,1330,31364,18,552,12486
43,47,1320,29814,15,461,12107
44,25,644,15440,10,246,6051
45,18,560,12302,10,197,5049
46,41,949,22142,16,398,8926
47,45,943,23728,15,423,9132
48,39,770,18241,13,334,7263
49,28,668,15274,12,264,6171
50,35,922,19238,13,326,8232
51,23,793,18252,10,248,7221
52,31,804,18638,12,306,7502
53,26,662,14922,12,255,6035
54,26,621,13319,12,244,5619
55,55,1103,24633,17,463,10161
56,10,566,12585,9,148,5054
57,19,791,16745,11,229,6991
58,49,1031,25735,15,428,9918
59,53,1054,24954,18,475,10078
60,63,1089,26998,15,509,10399
61,35,733,17107,14,320,6905
62,30,729,17117,10,276,6790
63,51,1006,22993,14,423,9235
64,68,1279,30509,17,569,11965
65,38,751,16736,13,335,6881
66,17,565,13245,11,199,5287
67,68,1268,29129,16,559,11744
68,16,693,16623,9,201,6463
69,77,1250,31763,17,586,11908
70,23,624,14906,12,236,5915
71,59,1231,29497,16,519,11471
72,20,569,11894,12,210,5077
73,32,932,20202,11,293,8249
74,26,630,13060,12,249,5652
75,28,641,13944,13,259,5817
76,15,570,11591,9,173,4953
77,84,1271,33763,17,654,12367
78,88,1317,36260,17,682,12924
79,23,578,12592,11,225,5263
80,39,821,19779,13,344,7725
81,49,886,20882,16,408,8369
82,29,701,15626,11,273,6362
83,29,652,13457,12,268,5817
84,47,1034,24272,16,428,9696
85,52,842,19705,11,391,7682
86,17,501,10419,10,173,4397
87,19,659,14694,12,220,6028
88,32,503,11681,11,250,4706
89,33,709,15997,11,300,6574
90,25,597,12862,10,230,5378
91,20,469,9692,12,195,4198
92,26,480,12527,10,229,4713
93,21,480,11295,8,197,4460
94,16,329,8616,9,155,3259
95,37,840,18587,15,346,7697
96,62,1006,25120,16,490,9661
97,28,598,13120,10,242,5364
98,13,479,10744,7,143,4311
99,29,634,13603,12,262,5741
100,37,669,14944,14,323,6200
101,17,581,12637,8,177,5169
102,24,603,12342,10,232,5316
103,42,699,16658,13,340,6570
104,21,561,12178,9,198,5020
105,27,722,15610,10,250,6423
106,24,656,14786,10,235,5948
107,14,454,9817,8,149,4038
108,27,556,12788,14,254,5269
109,10,496,11599,8,141,4625
110,34,599,13064,12,280,5448
111,26,565,13195,11,246,5295
112,14,433,9549,9,163,3959
113,32,704,15322,10,277,6285
114,30,695,16252,11,281,6453
115,21,585,12839,10,205,5289
116,35,698,16438,11,298,6517
117,10,432,9160,7,126,3795
118,20,560,13233,9,203,5239
119,37,858,19168,15,336,7857
120,25,616,14004,12,253,5747
121,25,385,8483,10,196,3481
122,36,654,14473,15,312,6082
123,22,455,9766,12,199,4172
124,19,578,13094,10,197,5280
125,13,506,10805,8,152,4471
126,14,576,12659,8,169,5131
127,18,549,11749,11,184,4862
128,52,892,19778,14,423,8126
129,22,776,17073,12,247,7035
130,31,866,20340,12,302,7945
131,14,655,15443,9,183,5983
132,29,639,12947,10,247,5499
133,22,478,10726,9,194,4367
134,32,745,17549,11,292,6933
135,24,669,13628,11,231,5835
136,24,615,13566,10,228,5545
137,20,418,9315,10,186,3819
138,29,570,13106,11,257,5300
139,11,419,9313,8,139,3801
140,12,328,7305,8,129,3024
141,15,425,8858,9,152,3751
142,37,776,18255,9,306,7143
143,23,509,11332,11,215,4669
144,21,550,12142,11,210,4981
145,16,545,12114,10,185,4992
146,13,495,11323,9,157,4481
147,37,659,15024,12,307,6118
148,32,581,13286,11,266,5373
149,14,358,8162,9,142,3269
150,9,285,6550,7,106,2637
151,21,457,10045,10,198,4193
152,23,415,9695,11,206,3958
153,13,316,6826,9,134,2864
154,28,500,11135,11,246,4621
155,22,465,10344,10,197,4193
156,10,351,7728,8,117,3127
157,11,550,11897,7,142,4850
158,20,448,9854,10,185,4037
159,21,586,12563,9,203,5233
160,26,439,9551,11,211,3948
161,19,563,12109,10,194,5031
162,25,524,11981,10,212,4783
163,37,540,13040,13,284,5129
164,24,481,11594,10,211,4539
165,24,375,8934,9,189,3534
166,26,533,11011,11,225,4736
167,28,543,12359,12,251,5128
168,28,714,17149,9,260,6644
169,25,421,9390,11,205,3859
170,19,633,12964,10,210,5556
171,21,500,11298,9,191,4544
172,29,657,14923,12,262,6061
173,30,587,12948,10,249,5295
174,22,420,8564,10,187,3750
175,9,347,7616,8,114,3094
176,33,843,18138,13,314,7603
177,26,417,8358,11,206,3709
178,28,661,15378,11,268,6189
179,19,589,11779,9,186,5129
180,16,366,7249,10,153,3195
181,18,631,12596,10,194,5465
182,18,321,8175,9,157,3105
183,11,376,7263,9,126,3217
184,16,358,7450,8,150,3201
185,26,515,11216,10,222,4643
186,29,519,12501,11,251,4876
187,24,613,13561,11,225,5575
188,9,242,5435,7,91,2171
189,24,616,13707,11,236,5589
190,22,409,8472,10,185,3644
191,16,465,10673,9,162,4265
192,12,421,7688,9,135,3508
193,37,861,18998,13,339,7835
194,17,416,8361,10,167,3623
195,17,530,13100,11,199,5095
196,21,338,8386,9,176,3236
197,23,414,8960,9,190,3753
198,22,591,12672,10,212,5281
199,14,487,10902,10,160,4400
200,10,381,8770,7,118,3470
201,17,333,7671,10,161,3148
202,21,347,7540,10,175,3177
203,16,473,11264,9,165,4450
204,23,546,12106,10,227,5017
205,20,542,12300,9,187,4936
206,16,609,13557,10,187,5529
