Node,WiD1,WiD2,WiD3,WiH1,WiH2,WiH3
0,95,1023,18628,12,325,4561
1,135,1249,28788,15,447,6033
2,49,626,8676,13,208,2782
3,41,604,7731,8,169,2448
4,203,1960,57299,21,709,10635
5,71,903,13828,13,273,3991
6,50,662,8624,9,186,2655
7,66,907,12071,15,260,3903
8,21,425,4903,7,103,1669
9,30,416,4860,7,116,1658
10,39,465,6267,10,164,2046
11,36,457,6144,7,137,1846
12,117,962,22730,12,372,4597
13,44,450,6441,10,165,1960
14,29,454,4891,8,124,1761
15,41,377,5863,9,147,1703
16,65,661,10128,10,225,2848
17,33,458,5192,9,131,1860
18,64,729,10531,9,219,2938
19,10,111,1400,5,43,450
20,23,224,2610,7,95,943
21,33,490,5736,9,147,1983
22,49,616,8152,8,178,2454
23,34,326,4486,8,123,1395
24,35,538,6190,8,141,2084
25,5,200,1924,4,35,684
26,12,168,2196,6,61,726
27,52,378,5890,9,154,1641
28,15,151,1709,5,55,599
29,23,243,2929,6,76,928
30,47,568,7673,10,171,2364
31,53,441,7004,8,174,1892
32,32,473,5479,9,133,1912
33,33,547,5631,9,138,2035
34,30,232,3827,6,102,1024
35,15,300,2928,7,73,1095
36,22,308,3570,6,84,1173
37,8,134,1583,6,40,520
38,28,435,5348,7,111,1700
39,4,224,2492,4,39,812
40,10,137,1576,5,45,550
41,6,205,2176,3,36,717
42,10,275,3050,5,53,1027
43,37,469,5719,8,140,1902
44,20,218,2673,6,77,874
45,20,207,2842,6,73,864
46,36,498,6018,8,135,1959
47,16,329,3551,5,73,1216
48,4,132,1709,3,26,494
49,30,373,4556,6,106,1431
50,26,219,2610,6,86,881
51,11,298,3386,4,58,1101
52,11,177,1813,5,49,653
53,6,253,2567,4,41,908
54,7,87,1001,4,33,346
55,9,127,1705,4,39,506
56,27,197,2630,7,83,827
57,10,302,3534,6,63,1159
58,9,338,4060,5,63,1289
59,14,306,3165,6,72,1109
60,12,205,2031,6,52,757
61,5,119,1672,3,33,500
62,10,76,1128,4,37,322
63,18,306,4209,6,77,1248
64,44,488,6686,8,157,1992
65,8,91,972,4,34,356
66,33,316,3992,7,107,1274
67,5,83,962,3,26,329
68,23,177,2275,6,78,732
69,9,294,3261,4,55,1084
70,23,224,2592,5,78,852
71,8,107,1584,4,40,456
72,26,165,2196,7,78,709
73,14,145,1828,5,51,579
74,7,190,1656,5,39,630
75,15,147,1753,5,57,584
76,20,254,2662,6,76,947
77,22,205,2519,5,77,818
78,6,129,1585,3,32,472
79,13,160,1890,5,59,672
80,19,169,1920,6,73,705
81,11,158,1652,7,56,620
82,5,79,936,4,26,304
83,4,82,823,3,23,295
84,9,134,1944,4,42,554
85,17,127,1429,4,56,511
86,11,98,955,4,41,362
87,4,89,1093,3,23,337
88,55,344,6258,7,161,1500
89,25,246,2946,7,83,964
90,42,326,5170,8,147,1506
91,3,62,639,3,19,236
92,37,215,3200,6,112,914
93,11,90,1052,3,37,346
94,4,82,1127,3,28,351
95,14,178,1591,6,55,631
96,13,167,1659,6,58,622
97,6,96,1029,4,31,354
98,9,119,1377,4,42,459
99,4,306,3310,2,39,1085
100,11,137,1496,6,49,539
101,7,154,1402,3,34,521
102,11,82,851,5,40,332
103,12,182,2086,5,51,670
104,4,122,1484,3,27,445
105,10,198,2186,4,44,711
106,13,140,1657,4,48,523
107,5,122,1365,3,26,444
108,22,239,2892,6,85,960
109,15,177,2106,5,65,707
110,5,180,1734,3,30,607
111,21,265,3085,5,82,1012
112,5,142,1821,3,33,539
113,7,120,1384,4,33,439
114,4,89,1040,3,23,338
115,17,331,3775,6,76,1259
116,6,35,477,3,21,148
117,12,192,1739,5,50,671
118,12,194,1997,6,51,701
119,23,164,2116,6,76,685
120,11,288,2996,5,57,1018
121,10,108,1177,5,43,426
122,16,117,1399,5,54,480
123,15,192,2250,4,57,725
124,10,138,1466,5,46,523
125,9,59,552,3,29,229
