Node,SIR,Infected_sum,Normalized_SIR
0,0.058813,0,0.2840920148687309
1,0.190853,0,0.9265223906739583
2,0.202262,0,0.9820319950178075
3,0.107011,0,0.5185956444738532
4,0.146842,0,0.7123902847245198
5,0.017805,0,0.08457077243446277
6,0.023016,0,0.10992448864410408
7,0.182541,0,0.8860809995523812
8,0.180795,0,0.8775859720140903
9,0.16781,0,0.8144084619426658
10,0.081432,0,0.3941430044956503
11,0.021543,0,0.10275772142537415
12,0.017087,0,0.08107739913979332
13,0.011647,0,0.054609501196893916
14,0.096921,0,0.46950353229667396
15,0.085517,0,0.4140182550649047
16,0.080432,0,0.38927758207967617
17,0.021083,0,0.10051962711402605
18,0.032609,0,0.15659848588054415
19,0.031028,0,0.148906253040889
20,0.069512,0,0.33614716929723837
21,0.118013,0,0.5721250218944008
22,0.20077,0,0.9747727847731741
23,0.043807,0,0.21108148609462274
24,0.129583,0,0.6284179592472219
25,0.173623,0,0.8426911624467236
26,0.128009,0,0.6207597843644785
27,0.058977,0,0.28488994414495067
28,0.075684,0,0.36617655644863084
29,0.144136,0,0.6992244516668936
30,0.108598,0,0.5263170698480042
31,0.02162,0,0.10313235895140417
32,0.062182,0,0.30048362298814785
33,0.055422,0,0.2675933674561625
34,0.07503,0,0.3629945701885838
35,0.058208,0,0.28114843430706654
36,0.064298,0,0.3107788568203491
37,0.04965,0,0.23951014927115974
38,0.042068,0,0.2026205165132437
39,0.1137,0,0.5511404550143043
40,0.002944,0,0.012265729910670844
41,0.039868,0,0.19191658719810056
42,0.051955,0,0.2507249479399802
43,0.203491,0,0.9880115991670397
44,0.199422,0,0.9682141953564408
45,0.201687,0,0.9792343771286224
46,0.197229,0,0.9575443239982094
47,0.19225,0,0.9333193857890743
48,0.022398,0,0.10691765759103207
49,0.017588,0,0.08351497577019637
50,0.047155,0,0.22737092034330422
51,0.117435,0,0.5693128077379678
52,0.171502,0,0.8323716015024424
53,0.156972,0,0.761677013798338
54,0.067304,0,0.3254043166027674
55,0.082363,0,0.3986727127649223
56,0.079073,0,0.3826654730163673
57,0.194307,0,0.943327559698733
58,0.181691,0,0.881945390498803
59,0.012423,0,0.05838506899168986
60,0.099699,0,0.48301967576825017
61,0.13806,0,0.6696621450674347
62,0.168714,0,0.8188068038067066
63,0.166629,0,0.8086623980694004
