Node,SIR,Infected_sum
0,0.003993,0
1,0.026081,0
2,0.002171,0
3,0.058343,0
4,0.000787,0
5,0.00919,0
6,0.006788,0
7,0.022667,0
8,0.000307,0
9,0.006963,0
10,0.001554,0
11,0.012834,0
12,0.01519,0
13,0.113653,0
14,0.013706,0
15,0.027241,0
16,0.118651,0
17,0.057053,0
18,0.065432,0
19,0.000809,0
20,0.021333,0
21,0.00086,0
22,0.008679,0
23,0.009669,0
24,0.001298,0
25,0.012603,0
26,0.000432,0
27,0.031747,0
28,0.033414,0
29,0.019793,0
30,0.050752,0
31,0.019302,0
32,0.045388,0
33,0.092174,0
34,0.006155,0
35,0.013973,0
36,0.001853,0
37,0.002543,0
38,0.034302,0
39,0.021254,0
40,0.034787,0
41,0.029774,0
42,0.015613,0
43,0.004108,0
44,0.050496,0
45,0.025879,0
46,0.004127,0
47,0.107731,0
48,0.004254,0
49,0.079127,0
50,0.000144,0
51,0.000312,0
52,0.014767,0
53,0.006972,0
54,0.11259,0
55,0.003025,0
56,0.005924,0
57,0.004695,0
58,0.052457,0
59,0.012458,0
60,0.000919,0
61,0.00249,0
62,0.002641,0
63,0.001419,0
64,0.007806,0
65,0.001569,0
66,0.000144,0
67,0.006826,0
68,0.039895,0
69,0.010349,0
70,0.023917,0
71,0.012363,0
72,0.005586,0
73,0.082359,0
74,0.000143,0
75,0.049424,0
76,0.001683,0
77,0.015952,0
78,0.059359,0
79,0.015671,0
80,0.024235,0
81,0.056482,0
82,0.00213,0
83,0.01309,0
84,0.002984,0
85,0.038037,0
86,0.005844,0
87,0.003597,0
88,0.001794,0
89,0.002628,0
90,0.003357,0
91,0.001748,0
92,0.007064,0
93,0.002606,0
94,0.000526,0
95,0.079536,0
96,0.00627,0
97,0.063636,0
98,0.058039,0
99,0.002082,0
100,0.000301,0
101,0.052076,0
102,0.070084,0
103,0.06735,0
104,0.041873,0
105,0.009166,0
106,0.056663,0
107,0.023467,0
108,0.030032,0
109,0.015823,0
110,0.140083,0
111,0.00159,0
112,0.129662,0
113,0.140456,0
114,0.023364,0
115,0.003573,0
116,0.033924,0
117,0.000858,0
118,0.005688,0
119,0.030858,0
120,0.022643,0
121,0.013731,0
122,0.017349,0
123,0.009939,0
124,0.004408,0
125,0.007499,0
126,0.01168,0
127,0.012043,0
128,0.010488,0
129,0.001366,0
130,0.034934,0
131,0.110608,0
132,0.009218,0
133,0.002748,0
134,0.002925,0
135,0.064909,0
136,0.111254,0
137,0.012001,0
138,0.034672,0
139,0.044176,0
140,0.053268,0
141,0.016273,0
142,0.004272,0
143,0.016126,0
144,0.011832,0
145,0.018825,0
146,0.013139,0
147,0.006119,0
148,0.019573,0
149,0.092498,0
150,0.00076,0
151,0.044836,0
152,0.032209,0
153,0.004109,0
154,0.004389,0
155,0.003287,0
156,0.00069,0
157,0.004236,0
158,0.001951,0
159,0.046434,0
160,0.012436,0
161,0.03684,0
162,0.008625,0
163,0.000348,0
164,0.023662,0
165,0.007418,0
166,0.084411,0
167,0.018224,0
168,0.020552,0
169,0.005033,0
170,0.012537,0
171,0.017626,0
172,0.000459,0
173,0.002311,0
174,0.038163,0
175,0.01778,0
176,0.006893,0
177,0.008214,0
178,0.085248,0
179,0.004246,0
180,0.003233,0
181,0.011751,0
182,0.00151,0
183,0.006381,0
184,0.101923,0
185,0.013377,0
186,0.003958,0
187,0.111904,0
188,0.033432,0
189,0.00435,0
190,0.000485,0
191,0.022558,0
192,0.042832,0
193,0.001333,0
194,0.001274,0
195,0.013768,0
196,0.001616,0
197,0.007998,0
198,0.009716,0
199,0.0107,0
200,0.004549,0
201,0.001017,0
202,0.009221,0
203,0.02138,0
204,0.031147,0
205,0.003001,0
206,0.000906,0
207,0.001198,0
208,0.002626,0
209,0.084671,0
210,0.001377,0
211,0.047893,0
212,0.079619,0
213,0.128553,0
214,0.000422,0
215,0.001538,0
216,0.008093,0
217,0.00411,0
218,0.002401,0
219,0.051655,0
220,0.007259,0
221,0.115027,0
222,0.019942,0
223,0.038837,0
224,0.011524,0
225,0.003504,0
226,0.047487,0
227,0.004168,0
228,0.051588,0
229,0.012924,0
230,0.001754,0
231,0.000513,0
232,0.089163,0
233,0.018254,0
234,0.015765,0
235,0.006206,0
236,0.002376,0
237,0.008119,0
238,0.004381,0
239,0.000474,0
240,0.022515,0
241,0.002944,0
242,0.000142,0
243,0.009551,0
244,0.113524,0
245,0.000149,0
246,0.00217,0
247,0.000902,0
248,0.000144,0
249,0.001599,0
250,0.006232,0
251,0.002706,0
252,0.103328,0
253,0.020443,0
