Node,SIR,Infected_sum,Normalized_SIR
0,0.001075,0,0.008826572164381149
1,0.013122,0,0.14141225154630097
2,0.003276,0,0.033050119962140384
3,0.088678,0,0.9729589927582489
4,0.000339,0,0.0007263762629041841
5,0.047341,0,0.5180163324602144
6,0.00652,0,0.06875261385397637
7,0.001302,0,0.01132486628073342
8,0.000432,0,0.0017499064515418983
9,0.052798,0,0.5780744425612467
10,0.011891,0,0.12786423367304264
11,0.088284,0,0.96862274658273
12,0.000619,0,0.0038079725297704204
13,0.000302,0,0.0003191653276397174
14,0.000472,0,0.0021901344896656464
15,0.001828,0,0.017113864982060707
16,0.003412,0,0.03454689529176114
17,0.000286,0,0.00014307411239021804
18,0.000598,0,0.0035768528097554534
19,0.000496,0,0.0024542713125398955
20,0.005561,0,0.0581981466399595
21,0.000745,0,0.005194690849860227
22,0.001094,0,0.009035680482489929
23,0.057883,0,0.6340384319077281
24,0.036211,0,0.3955228808522815
25,0.000942,0,0.007362813937619687
26,0.002241,0,0.02165921947568841
27,0.000373,0,0.0011005700953093701
28,0.005344,0,0.05580990953313816
29,0.002075,0,0.019832273117474854
30,0.059481,0,0.6516255420307719
31,0.001188,0,0.010070216372080738
32,0.000383,0,0.001210627104840307
33,0.000799,0,0.005788998701327288
34,0.000755,0,0.005304747859391164
35,0.005187,0,0.05408201448350246
36,0.001937,0,0.01831348638594792
37,0.006928,0,0.0732429398428386
38,0.000278,0,5.502850476546806e-05
39,0.003001,0,0.030023552200039626
40,0.001244,0,0.010686535625453986
41,0.000421,0,0.0016288437410578677
42,0.01465,0,0.15822896260262814
43,0.009618,0,0.10284827540666064
44,0.000367,0,0.0010345358895908075
45,0.000382,0,0.0011996214038872135
46,0.087727,0,0.9624925711518567
47,0.01384,0,0.14931434483062225
48,0.091135,0,1.0
49,0.000639,0,0.004028086548832295
50,0.001643,0,0.015077810305738371
51,0.001302,0,0.01132486628073342
52,0.001454,0,0.012997732825603663
53,0.004611,0,0.04774273073452048
54,0.001844,0,0.017289956197310205
