2024-11-14 20:03:00,164 - INFO - machine: BA_mch_0
2024-11-14 20:03:00,164 - INFO - pool size: 2
2024-11-14 20:03:00,165 - ERROR - Error message on get_previously_sim_values func.[Errno 2] No such file or directory: '/datasets/SIR_Results/ba_edgelist_exp3_4000_6/0.csv'/datasets/SIR_Results/ba_edgelist_exp3_4000_6/0.csv
2024-11-14 20:03:00,207 - ERROR - Error message on get_previously_sim_values func.[Errno 2] No such file or directory: '/datasets/SIR_Results/ba_edgelist_exp1_6000_4/0.csv'/datasets/SIR_Results/ba_edgelist_exp1_6000_4/0.csv
2024-11-14 20:03:00,250 - ERROR - Error message on get_previously_sim_values func.[Errno 2] No such file or directory: '/datasets/SIR_Results/ba_edgelist_exp1_3000_4/0.csv'/datasets/SIR_Results/ba_edgelist_exp1_3000_4/0.csv
2024-11-14 20:03:00,270 - ERROR - Error message on get_previously_sim_values func.[Errno 2] No such file or directory: '/datasets/SIR_Results/p2p-Gnutella04/0.csv'/datasets/SIR_Results/p2p-Gnutella04/0.csv
2024-11-14 20:03:00,417 - ERROR - Error message on get_previously_sim_values func.[Errno 2] No such file or directory: '/datasets/SIR_Results/LastFM/0.csv'/datasets/SIR_Results/LastFM/0.csv
2024-11-14 20:03:00,512 - INFO - items of the machine.json of this machine: ba_edgelist_exp1_3000_4
2024-11-14 20:03:00,512 - INFO - items of the machine.json of this machine: ba_edgelist_exp3_4000_6
2024-11-14 20:03:00,512 - INFO - items of the machine.json of this machine: ba_edgelist_exp1_6000_4
2024-11-14 20:03:00,512 - INFO - items of the machine.json of this machine: p2p-Gnutella04
2024-11-14 20:03:00,512 - INFO - items of the machine.json of this machine: LastFM
2024-11-14 20:03:00,512 - INFO - -- graph item: ba_edgelist_exp3_4000_6
2024-11-14 20:03:00,512 - INFO - creating: /datasets/SIR_Results/ba_edgelist_exp3_4000_6
2024-11-14 20:03:00,512 - INFO - -- graph item: ba_edgelist_exp1_6000_4
2024-11-14 20:03:00,513 - INFO - creating: /datasets/SIR_Results/ba_edgelist_exp1_6000_4
2024-11-14 20:03:00,513 - INFO - -- graph item: ba_edgelist_exp1_3000_4
2024-11-14 20:03:00,513 - INFO - creating: /datasets/SIR_Results/ba_edgelist_exp1_3000_4
2024-11-14 20:03:00,513 - INFO - -- graph item: p2p-Gnutella04
2024-11-14 20:03:00,513 - INFO - creating: /datasets/SIR_Results/p2p-Gnutella04
2024-11-14 20:03:00,513 - INFO - -- graph item: LastFM
2024-11-14 20:03:00,513 - INFO - creating: /datasets/SIR_Results/LastFM
2024-11-14 20:03:00,553 - INFO - starting ba_edgelist_exp1_6000_4
2024-11-14 20:03:00,553 - INFO - starting ba_edgelist_exp3_4000_6
2024-11-14 20:05:12,613 - INFO - added node 0 from ./datasets/BA_EXP/ba_edgelist_exp3_4000_6.edges, size: 1/4000
2024-11-14 20:05:25,287 - INFO - added node 0 from ./datasets/BA_EXP/ba_edgelist_exp1_6000_4.edges, size: 1/6000
2024-11-14 20:07:12,544 - INFO - added node 1 from ./datasets/BA_EXP/ba_edgelist_exp3_4000_6.edges, size: 2/4000
2024-11-14 20:07:13,552 - INFO - added node 1 from ./datasets/BA_EXP/ba_edgelist_exp1_6000_4.edges, size: 2/6000
2024-11-14 20:09:11,620 - INFO - added node 2 from ./datasets/BA_EXP/ba_edgelist_exp3_4000_6.edges, size: 3/4000
2024-11-14 20:09:15,705 - INFO - added node 2 from ./datasets/BA_EXP/ba_edgelist_exp1_6000_4.edges, size: 3/6000
2024-11-14 20:09:58,632 - INFO - added node 3 from ./datasets/BA_EXP/ba_edgelist_exp3_4000_6.edges, size: 4/4000
2024-11-14 20:11:28,194 - INFO - added node 3 from ./datasets/BA_EXP/ba_edgelist_exp1_6000_4.edges, size: 4/6000
2024-11-14 20:12:04,569 - INFO - added node 4 from ./datasets/BA_EXP/ba_edgelist_exp3_4000_6.edges, size: 5/4000
2024-11-14 20:12:42,670 - INFO - added node 4 from ./datasets/BA_EXP/ba_edgelist_exp1_6000_4.edges, size: 5/6000
2024-11-14 20:13:36,471 - INFO - added node 5 from ./datasets/BA_EXP/ba_edgelist_exp3_4000_6.edges, size: 6/4000
2024-11-14 20:14:23,462 - INFO - added node 5 from ./datasets/BA_EXP/ba_edgelist_exp1_6000_4.edges, size: 6/6000
2024-11-14 20:15:30,572 - INFO - added node 6 from ./datasets/BA_EXP/ba_edgelist_exp3_4000_6.edges, size: 7/4000
2024-11-14 20:16:09,030 - INFO - added node 6 from ./datasets/BA_EXP/ba_edgelist_exp1_6000_4.edges, size: 7/6000
2024-11-14 20:17:37,436 - INFO - added node 7 from ./datasets/BA_EXP/ba_edgelist_exp3_4000_6.edges, size: 8/4000
2024-11-14 20:18:01,193 - INFO - added node 7 from ./datasets/BA_EXP/ba_edgelist_exp1_6000_4.edges, size: 8/6000
2024-11-14 20:19:37,474 - INFO - added node 8 from ./datasets/BA_EXP/ba_edgelist_exp3_4000_6.edges, size: 9/4000
2024-11-14 20:19:47,449 - INFO - added node 8 from ./datasets/BA_EXP/ba_edgelist_exp1_6000_4.edges, size: 9/6000
2024-11-14 20:21:06,584 - INFO - added node 9 from ./datasets/BA_EXP/ba_edgelist_exp3_4000_6.edges, size: 10/4000
2024-11-14 20:21:29,527 - INFO - added node 9 from ./datasets/BA_EXP/ba_edgelist_exp1_6000_4.edges, size: 10/6000
