Node,SIR,Infected_sum,Normalized_SIR
0,0.003934,0,0.20028741750053225
1,0.000735,0,0.030019161166702148
2,0.0009,0,0.038801362571854375
3,0.000213,0,0.0022354694485842022
4,0.000759,0,0.03129657228017884
5,0.000207,0,0.00191611667021503
6,0.000173,0,0.00010645092612305697
7,0.00019,0,0.001011283798169044
8,0.000194,0,0.0012241856504151582
9,0.000191,0,0.0010645092612305727
10,0.000175,0,0.00021290185224611394
11,0.001567,0,0.07430274643389398
12,0.000208,0,0.0019693421332765584
13,0.000301,0,0.006919310197998722
14,0.00019,0,0.001011283798169044
15,0.000237,0,0.003512880562060889
16,0.000215,0,0.002341920374707259
17,0.000283,0,0.005961251862891206
18,0.002102,0,0.10277836917181181
19,0.000186,0,0.0007983819459229288
20,0.00098,0,0.04305939961677666
21,0.00023,0,0.0031403023206301897
22,0.000484,0,0.016659569938258463
23,0.000184,0,0.0006919310197998718
24,0.000257,0,0.004577389823291463
25,0.000575,0,0.021503087076857566
26,0.00092,0,0.03986587183308495
27,0.000195,0,0.0012774111134766866
28,0.000195,0,0.0012774111134766866
29,0.000271,0,0.005322546306152862
30,0.000193,0,0.0011709601873536295
31,0.000221,0,0.0026612731530764318
32,0.000363,0,0.010219288907813498
33,0.000543,0,0.01979987225888865
34,0.000214,0,0.0022886949116457307
35,0.000193,0,0.0011709601873536295
36,0.000183,0,0.0006387055567383433
37,0.000247,0,0.004045135192676175
38,0.000229,0,0.003087076857568661
39,0.000658,0,0.02592080051096444
40,0.000198,0,0.001437087502661272
41,0.000185,0,0.0007451564828614002
42,0.000249,0,0.004151586118799232
43,0.000179,0,0.0004258037044922279
44,0.000506,0,0.017830530125612094
45,0.000191,0,0.0010645092612305727
46,0.000862,0,0.03677879497551629
47,0.000184,0,0.0006919310197998718
48,0.000444,0,0.01453055141579732
49,0.001391,0,0.06493506493506494
50,0.000187,0,0.0008516074089844573
51,0.000185,0,0.0007451564828614002
52,0.000468,0,0.015807962529274
53,0.00019,0,0.001011283798169044
54,0.000184,0,0.0006919310197998718
55,0.005257,0,0.27070470513093464
56,0.000331,0,0.008516074089844583
57,0.000491,0,0.017032148179689163
58,0.000173,0,0.00010645092612305697
59,0.000204,0,0.0017564402810304445
60,0.001239,0,0.05684479454971259
61,0.002433,0,0.12039599744517776
62,0.000184,0,0.0006919310197998718
63,0.000262,0,0.004843517138599107
64,0.000198,0,0.001437087502661272
65,0.000242,0,0.003779007877368533
66,0.000279,0,0.005748350010645093
67,0.000571,0,0.021290185224611454
68,0.0003,0,0.006866084734937192
69,0.003612,0,0.18314881839472005
70,0.000177,0,0.00031935277836917094
71,0.000297,0,0.0067064083457526085
72,0.004625,0,0.23706621247604853
73,0.000213,0,0.0022354694485842022
74,0.000867,0,0.037044922290823935
75,0.000186,0,0.0007983819459229288
76,0.000175,0,0.00021290185224611394
77,0.000991,0,0.04364487971045348
78,0.000396,0,0.011975729188843941
79,0.005676,0,0.2930061741537151
80,0.000195,0,0.0012774111134766866
81,0.001351,0,0.06280604641260379
82,0.000258,0,0.00463061528635299
83,0.000231,0,0.003193527783691718
84,0.000456,0,0.01516925697253566
85,0.00034,0,0.008995103257398341
86,0.003117,0,0.15680221417926335
87,0.000255,0,0.004470938897168406
88,0.00048,0,0.01644666808601235
89,0.000632,0,0.0245369384713647
90,0.000455,0,0.015116031509474132
91,0.00045,0,0.014849904194166487
92,0.000658,0,0.02592080051096444
93,0.001648,0,0.0786140089418778
94,0.000259,0,0.00468384074941452
95,0.000251,0,0.004258037044922289
96,0.000914,0,0.039546519054715776
97,0.000455,0,0.015116031509474132
98,0.008732,0,0.4556631892697467
99,0.000285,0,0.006067702789014264
100,0.000336,0,0.008782201405152224
101,0.000631,0,0.024483713008303175
102,0.000174,0,0.00015967638918458547
103,0.000412,0,0.0128273365978284
104,0.000339,0,0.00894187779433681
105,0.000457,0,0.015222482435597191
106,0.000242,0,0.003779007877368533
107,0.000229,0,0.003087076857568661
108,0.003627,0,0.18394720034064296
109,0.000902,0,0.038907813497977436
110,0.000178,0,0.0003725782414306994
111,0.000183,0,0.0006387055567383433
112,0.001608,0,0.07648499041941666
113,0.007964,0,0.4147860336384927
114,0.000187,0,0.0008516074089844573
115,0.000201,0,0.001596763891845859
116,0.000745,0,0.030551415797317436
117,0.000173,0,0.00010645092612305697
118,0.000179,0,0.0004258037044922279
119,0.000345,0,0.009261230572705982
120,0.000191,0,0.0010645092612305727
121,0.005572,0,0.28747072599531615
122,0.000233,0,0.003299978709814775
123,0.007591,0,0.3949329359165425
124,0.000188,0,0.0009048328720459857
125,0.001429,0,0.06695763253140302
126,0.000287,0,0.006174153715137321
127,0.00028,0,0.00580157547370662
128,0.000245,0,0.003938684266553119
129,0.000178,0,0.0003725782414306994
130,0.000332,0,0.00856929955290611
131,0.00019,0,0.001011283798169044
132,0.001811,0,0.08728975942090697
133,0.002501,0,0.12401532893336173
134,0.000287,0,0.006174153715137321
135,0.000482,0,0.016553119012135405
136,0.001958,0,0.09511390249095168
137,0.001277,0,0.05886736214605067
138,0.002177,0,0.10677027890142644
139,0.000178,0,0.0003725782414306994
140,0.002089,0,0.10208643815201193
141,0.00021,0,0.002075793059399617
142,0.000226,0,0.0029274004683840743
143,0.000462,0,0.015488609750904835
144,0.000173,0,0.00010645092612305697
145,0.000193,0,0.0011709601873536295
146,0.000454,0,0.015062806046412601
147,0.003692,0,0.18740685543964233
148,0.000228,0,0.0030338513945071324
149,0.000172,0,5.3225463061528486e-05
150,0.001259,0,0.057909303810943155
151,0.000885,0,0.03800298062593145
152,0.00018,0,0.0004790291675537578
153,0.00027,0,0.005269320843091335
154,0.000872,0,0.037311049606131574
155,0.001281,0,0.05908026399829679
156,0.000445,0,0.014583776878858843
157,0.000524,0,0.01878858846071961
158,0.002238,0,0.11001703214817969
159,0.000203,0,0.001703214817968916
160,0.00131,0,0.06062380242708112
161,0.000476,0,0.016233766233766236
162,0.000374,0,0.010804769001490312
163,0.000237,0,0.003512880562060889
164,0.000205,0,0.001809665744091973
165,0.002232,0,0.10969767936981052
166,0.002217,0,0.10889929742388757
167,0.000445,0,0.014583776878858843
168,0.000408,0,0.012614434745582286
169,0.007011,0,0.3640621673408559
170,0.000222,0,0.00271449861613796
171,0.000263,0,0.004896742601660634
172,0.000228,0,0.0030338513945071324
173,0.005255,0,0.2705982542048116
174,0.000406,0,0.01250798381945923
175,0.004652,0,0.2385032999787098
176,0.000391,0,0.0117096018735363
177,0.000322,0,0.008037044922290825
178,0.002239,0,0.11007025761124122
179,0.002222,0,0.10916542473919523
180,0.000187,0,0.0008516074089844573
181,0.000189,0,0.0009580583351075157
182,0.000246,0,0.003991909729614648
183,0.000192,0,0.0011177347242921011
184,0.00018,0,0.0004790291675537578
185,0.00029,0,0.006333830104321907
186,0.000184,0,0.0006919310197998718
187,0.000286,0,0.006120928252075794
188,0.000478,0,0.01634021715988929
189,0.00314,0,0.1580263998296785
190,0.003473,0,0.17575047902916754
191,0.001558,0,0.07382371726634022
192,0.001164,0,0.052852884820097944
193,0.001028,0,0.04561422184373004
194,0.000224,0,0.002820949542261017
195,0.012017,0,0.6305088354268683
196,0.000226,0,0.0029274004683840743
197,0.000182,0,0.0005854800936768148
198,0.000186,0,0.0007983819459229288
199,0.000182,0,0.0005854800936768148
200,0.000331,0,0.008516074089844583
201,0.000194,0,0.0012241856504151582
202,0.001765,0,0.08484138812007666
203,0.000179,0,0.0004258037044922279
204,0.000201,0,0.001596763891845859
205,0.000372,0,0.010698318075367256
206,0.000338,0,0.00888865233127528
207,0.000252,0,0.004311262507983819
208,0.000692,0,0.02773046625505642
209,0.000195,0,0.0012774111134766866
210,0.015821,0,0.8329784969129232
211,0.009095,0,0.4749840323610816
212,0.000303,0,0.007025761124121779
213,0.000277,0,0.005641899084522036
214,0.000199,0,0.001490312965722802
215,0.000371,0,0.010645092612305729
216,0.000206,0,0.0018628912071535014
217,0.000186,0,0.0007983819459229288
218,0.000515,0,0.018309559293165852
219,0.000218,0,0.002501596763891846
220,0.000458,0,0.015275707898658722
221,0.000378,0,0.011017670853736429
222,0.000357,0,0.009899936129444327
223,0.000206,0,0.0018628912071535014
224,0.000218,0,0.002501596763891846
225,0.001398,0,0.06530764317649564
226,0.000208,0,0.0019693421332765584
