Node,SIR
1,0.86
2,0.904
3,0.868
4,0.888
5,0.886
6,0.878
7,0.869
8,0.879
9,0.851
10,0.908
11,0.905
12,0.904
13,0.895
14,0.906
15,0.897
16,0.897
17,0.904
18,0.859
19,0.906
20,0.905
21,0.905
22,0.904
23,0.902
24,0.907
25,0.877
26,0.905
27,0.841
28,0.907
29,0.905
30,0.904
31,0.905
32,0.906
33,0.906
34,0.894
35,0.896
36,0.905
37,0.905
38,0.861
39,0.903
40,0.903
41,0.85
42,0.888
43,0.905
44,0.906
45,0.895
46,0.905
47,0.904
48,0.894
49,0.885
50,0.903
51,0.904
52,0.904
53,0.88
54,0.905
55,0.906
56,0.905
57,0.895
58,0.906
59,0.904
60,0.904
61,0.904
62,0.905
63,0.905
64,0.877
65,0.886
66,0.859
67,0.907
68,0.906
69,0.867
70,0.869
71,0.906
72,0.904
73,0.906
74,0.905
75,0.905
76,0.868
77,0.906
78,0.905
79,0.902
80,0.904
81,0.904
82,0.904
83,0.886
84,0.841
85,0.841
86,0.906
87,0.905
88,0.903
89,0.898
90,0.903
91,0.905
92,0.894
93,0.886
94,0.904
95,0.904
96,0.896
97,0.905
98,0.885
99,0.84
100,0.824
101,0.904
102,0.877
103,0.842
104,0.903
105,0.803
106,0.905
107,0.902
108,0.905
109,0.886
110,0.905
111,0.905
112,0.906
113,0.842
114,0.904
115,0.904
116,0.906
117,0.905
118,0.895
119,0.906
120,0.904
121,0.885
122,0.905
123,0.844
124,0.877
125,0.896
126,0.885
127,0.823
128,0.904
129,0.902
130,0.905
131,0.906
132,0.905
133,0.895
134,0.897
135,0.877
136,0.887
137,0.885
138,0.896
139,0.885
140,0.904
141,0.896
142,0.887
143,0.894
144,0.878
145,0.896
146,0.904
147,0.905
148,0.905
149,0.861
150,0.844
151,0.895
152,0.904
153,0.904
154,0.887
155,0.905
156,0.896
157,0.87
158,0.904
159,0.905
160,0.906
161,0.905
162,0.905
163,0.822
164,0.841
165,0.896
166,0.904
167,0.904
168,0.833
169,0.895
170,0.805
171,0.867
172,0.876
173,0.904
174,0.904
175,0.886
176,0.841
177,0.896
178,0.796
179,0.851
180,0.85
181,0.904
182,0.877
183,0.897
184,0.896
185,0.885
186,0.896
187,0.905
188,0.906
189,0.902
190,0.906
191,0.896
192,0.842
193,0.871
194,0.858
195,0.887
196,0.885
197,0.889
198,0.905
199,0.896
200,0.894
201,0.833
202,0.896
203,0.78
204,0.905
205,0.85
206,0.897
207,0.894
208,0.885
209,0.813
210,0.905
211,0.895
212,0.905
213,0.869
214,0.904
215,0.888
216,0.905
217,0.905
218,0.906
219,0.906
220,0.905
221,0.905
222,0.894
223,0.876
224,0.839
225,0.906
226,0.797
227,0.859
228,0.878
229,0.868
230,0.834
231,0.86
232,0.905
233,0.868
234,0.877
235,0.904
236,0.895
237,0.86
238,0.896
239,0.86
240,0.878
241,0.888
242,0.904
243,0.905
244,0.906
245,0.904
246,0.86
247,0.867
248,0.87
249,0.895
250,0.85
251,0.906
252,0.895
253,0.896
254,0.885
255,0.905
256,0.885
257,0.898
258,0.87
259,0.896
260,0.887
261,0.887
262,0.904
263,0.904
264,0.906
265,0.842
266,0.895
267,0.898
268,0.876
269,0.905
270,0.906
271,0.888
272,0.826
273,0.779
274,0.897
275,0.824
276,0.831
277,0.904
278,0.886
279,0.868
280,0.86
281,0.815
282,0.904
283,0.887
284,0.906
285,0.851
